filename,width,height,class,xmin,ymin,xmax,ymax
flipped103.jpg,1920,1920,vehicle,766,595,945,798
flipped103.jpg,1920,1920,vehicle,767,619,950,713
104.jpg,1920,1920,vehicle,1304,519,1442,619
104.jpg,1920,1920,vehicle,1031,495,1178,570
104.jpg,1920,1920,vehicle,1135,483,1212,536
flipped104.jpg,1920,1920,vehicle,478,519,616,619
flipped104.jpg,1920,1920,vehicle,742,495,889,570
flipped104.jpg,1920,1920,vehicle,708,483,785,536
105.jpg,1920,1920,vehicle,659,483,735,554
flipped105.jpg,1920,1920,vehicle,1185,483,1261,554
106.jpg,1920,1920,vehicle,870,642,1094,782
flipped106.jpg,1920,1920,vehicle,826,642,1050,782
107.jpg,1920,1920,vehicle,551,522,710,619
107.jpg,1920,1920,vehicle,489,919,810,1183
107.jpg,1920,1920,vehicle,963,548,1123,648
107.jpg,1920,1920,vehicle,1117,477,1363,641
flipped107.jpg,1920,1920,vehicle,1210,522,1369,619
flipped107.jpg,1920,1920,vehicle,1110,919,1431,1183
flipped107.jpg,1920,1920,vehicle,797,548,957,648
flipped107.jpg,1920,1920,vehicle,557,477,803,641
108.jpg,1920,1920,vehicle,235,1036,631,1324
108.jpg,1920,1920,vehicle,764,919,1039,1095
108.jpg,1920,1920,vehicle,1306,1316,1512,1501
flipped108.jpg,1920,1920,vehicle,1289,1036,1685,1324
flipped108.jpg,1920,1920,vehicle,881,919,1156,1095
flipped108.jpg,1920,1920,vehicle,408,1316,614,1501
109.jpg,1920,1920,vehicle,484,663,663,760
109.jpg,1920,1920,vehicle,1088,448,1201,548
109.jpg,1920,1920,vehicle,654,683,825,801
flipped109.jpg,1920,1920,vehicle,1257,663,1436,760
flipped109.jpg,1920,1920,vehicle,719,448,832,548
flipped109.jpg,1920,1920,vehicle,1095,683,1266,801
11.jpg,1920,1920,vehicle,1535,919,1781,1122
11.jpg,1920,1920,vehicle,854,989,1016,1207
11.jpg,1920,1920,vehicle,182,1310,472,1501
11.jpg,1920,1920,vehicle,537,854,692,1060
11.jpg,1920,1920,vehicle,219,972,419,1177
11.jpg,1920,1920,vehicle,398,804,535,963
11.jpg,1920,1920,vehicle,869,822,1012,989
11.jpg,1920,1920,vehicle,451,701,564,817
11.jpg,1920,1920,vehicle,428,554,494,622
11.jpg,1920,1920,vehicle,623,704,722,810
11.jpg,1920,1920,vehicle,831,682,982,842
11.jpg,1920,1920,vehicle,807,657,881,727
11.jpg,1920,1920,vehicle,634,632,708,711
11.jpg,1920,1920,vehicle,766,604,831,670
11.jpg,1920,1920,vehicle,626,580,683,633
11.jpg,1920,1920,vehicle,743,574,801,612
11.jpg,1920,1920,vehicle,716,542,771,580
11.jpg,1920,1920,vehicle,620,534,667,580
11.jpg,1920,1920,vehicle,587,432,657,529
11.jpg,1920,1920,vehicle,690,478,735,526
11.jpg,1920,1920,vehicle,662,458,697,487
11.jpg,1920,1920,vehicle,653,435,685,458
11.jpg,1920,1920,vehicle,543,444,576,474
flipped11.jpg,1920,1920,vehicle,139,919,385,1122
flipped11.jpg,1920,1920,vehicle,904,989,1066,1207
flipped11.jpg,1920,1920,vehicle,1448,1310,1738,1501
flipped11.jpg,1920,1920,vehicle,1228,854,1383,1060
flipped11.jpg,1920,1920,vehicle,1501,972,1701,1177
flipped11.jpg,1920,1920,vehicle,1385,804,1522,963
flipped11.jpg,1920,1920,vehicle,908,822,1051,989
flipped11.jpg,1920,1920,vehicle,1356,701,1469,817
flipped11.jpg,1920,1920,vehicle,1426,554,1492,622
flipped11.jpg,1920,1920,vehicle,1198,704,1297,810
flipped11.jpg,1920,1920,vehicle,938,682,1089,842
flipped11.jpg,1920,1920,vehicle,1039,657,1113,727
flipped11.jpg,1920,1920,vehicle,1212,632,1286,711
flipped11.jpg,1920,1920,vehicle,1089,604,1154,670
flipped11.jpg,1920,1920,vehicle,1237,580,1294,633
flipped11.jpg,1920,1920,vehicle,1119,574,1177,612
flipped11.jpg,1920,1920,vehicle,1149,542,1204,580
flipped11.jpg,1920,1920,vehicle,1253,534,1300,580
flipped11.jpg,1920,1920,vehicle,1263,432,1333,529
flipped11.jpg,1920,1920,vehicle,1185,478,1230,526
flipped11.jpg,1920,1920,vehicle,1223,458,1258,487
flipped11.jpg,1920,1920,vehicle,1235,435,1267,458
flipped11.jpg,1920,1920,vehicle,1344,444,1377,474
110.jpg,1920,1920,vehicle,729,722,907,836
110.jpg,1920,1920,vehicle,1072,507,1153,610
110.jpg,1920,1920,vehicle,825,572,922,695
flipped110.jpg,1920,1920,vehicle,1013,722,1191,836
flipped110.jpg,1920,1920,vehicle,767,507,848,610
flipped110.jpg,1920,1920,vehicle,998,572,1095,695
111.jpg,1920,1920,vehicle,253,858,653,1117
111.jpg,1920,1920,vehicle,431,1048,994,1413
111.jpg,1920,1920,vehicle,676,583,834,701
111.jpg,1920,1920,vehicle,381,422,466,486
flipped111.jpg,1920,1920,vehicle,1267,858,1667,1117
flipped111.jpg,1920,1920,vehicle,926,1048,1489,1413
flipped111.jpg,1920,1920,vehicle,1086,583,1244,701
flipped111.jpg,1920,1920,vehicle,1454,422,1539,486
112.jpg,1920,1920,vehicle,707,522,853,613
112.jpg,1920,1920,vehicle,654,583,813,705
112.jpg,1920,1920,vehicle,259,863,653,1122
112.jpg,1920,1920,vehicle,442,1048,989,1422
flipped112.jpg,1920,1920,vehicle,1067,522,1213,613
flipped112.jpg,1920,1920,vehicle,1107,583,1266,705
flipped112.jpg,1920,1920,vehicle,1267,863,1661,1122
flipped112.jpg,1920,1920,vehicle,931,1048,1478,1422
113.jpg,1920,1920,vehicle,854,595,992,722
113.jpg,1920,1920,vehicle,541,457,642,522
113.jpg,1920,1920,vehicle,434,1048,987,1417
flipped113.jpg,1920,1920,vehicle,928,595,1066,722
flipped113.jpg,1920,1920,vehicle,1278,457,1379,522
flipped113.jpg,1920,1920,vehicle,933,1048,1486,1417
114.jpg,1920,1920,vehicle,1387,789,1651,942
114.jpg,1920,1920,vehicle,482,1174,842,1501
114.jpg,1920,1920,vehicle,1075,907,1487,1207
114.jpg,1920,1920,vehicle,1560,1170,1920,1486
114.jpg,1920,1920,vehicle,192,480,298,548
114.jpg,1920,1920,vehicle,287,527,410,617
114.jpg,1920,1920,vehicle,369,576,519,695
114.jpg,1920,1920,vehicle,500,580,792,833
flipped114.jpg,1920,1920,vehicle,269,789,533,942
flipped114.jpg,1920,1920,vehicle,1078,1174,1438,1501
flipped114.jpg,1920,1920,vehicle,433,907,845,1207
flipped114.jpg,1920,1920,vehicle,0,1170,360,1486
flipped114.jpg,1920,1920,vehicle,1622,480,1728,548
flipped114.jpg,1920,1920,vehicle,1510,527,1633,617
flipped114.jpg,1920,1920,vehicle,1401,576,1551,695
flipped114.jpg,1920,1920,vehicle,1128,580,1420,833
115.jpg,1920,1920,vehicle,987,717,1184,819
115.jpg,1920,1920,vehicle,1004,804,1242,923
115.jpg,1920,1920,vehicle,1078,901,1488,1211
115.jpg,1920,1920,vehicle,1557,1174,1920,1480
115.jpg,1920,1920,vehicle,495,583,798,835
115.jpg,1920,1920,vehicle,289,524,407,613
115.jpg,1920,1920,vehicle,366,577,522,698
flipped115.jpg,1920,1920,vehicle,736,717,933,819
flipped115.jpg,1920,1920,vehicle,678,804,916,923
flipped115.jpg,1920,1920,vehicle,432,901,842,1211
flipped115.jpg,1920,1920,vehicle,0,1174,363,1480
flipped115.jpg,1920,1920,vehicle,1122,583,1425,835
flipped115.jpg,1920,1920,vehicle,1513,524,1631,613
flipped115.jpg,1920,1920,vehicle,1398,577,1554,698
116.jpg,1920,1920,vehicle,1147,586,1375,754
flipped116.jpg,1920,1920,vehicle,545,586,773,754
117.jpg,1920,1920,vehicle,1592,445,1754,524
117.jpg,1920,1920,vehicle,529,577,1170,1398
117.jpg,1920,1920,vehicle,876,1117,1269,1504
flipped117.jpg,1920,1920,vehicle,166,445,328,524
flipped117.jpg,1920,1920,vehicle,750,577,1391,1398
flipped117.jpg,1920,1920,vehicle,651,1117,1044,1504
118.jpg,1920,1920,vehicle,451,554,637,683
118.jpg,1920,1920,vehicle,1088,936,1522,1383
118.jpg,1920,1920,vehicle,823,574,969,710
118.jpg,1920,1920,vehicle,1064,566,1276,680
118.jpg,1920,1920,vehicle,1072,524,1282,607
118.jpg,1920,1920,vehicle,1216,460,1445,642
flipped118.jpg,1920,1920,vehicle,1283,554,1469,683
flipped118.jpg,1920,1920,vehicle,398,936,832,1383
flipped118.jpg,1920,1920,vehicle,951,574,1097,710
flipped118.jpg,1920,1920,vehicle,644,566,856,680
flipped118.jpg,1920,1920,vehicle,638,524,848,607
flipped118.jpg,1920,1920,vehicle,475,460,704,642
119.jpg,1920,1920,vehicle,216,542,459,636
119.jpg,1920,1920,vehicle,766,682,1000,874
119.jpg,1920,1920,vehicle,810,576,928,713
119.jpg,1920,1920,vehicle,1069,527,1288,627
119.jpg,1920,1920,vehicle,1212,457,1447,645
119.jpg,1920,1920,vehicle,1087,936,1528,1376
flipped119.jpg,1920,1920,vehicle,1461,542,1704,636
flipped119.jpg,1920,1920,vehicle,920,682,1154,874
flipped119.jpg,1920,1920,vehicle,992,576,1110,713
flipped119.jpg,1920,1920,vehicle,632,527,851,627
flipped119.jpg,1920,1920,vehicle,473,457,708,645
flipped119.jpg,1920,1920,vehicle,392,936,833,1376
12.jpg,1920,1920,vehicle,788,951,1084,1380
12.jpg,1920,1920,vehicle,375,1123,604,1399
12.jpg,1920,1920,vehicle,1,1277,223,1499
12.jpg,1920,1920,vehicle,260,913,451,1142
12.jpg,1920,1920,vehicle,584,780,692,907
12.jpg,1920,1920,vehicle,851,764,966,889
12.jpg,1920,1920,vehicle,442,717,557,830
12.jpg,1920,1920,vehicle,428,554,492,627
12.jpg,1920,1920,vehicle,598,510,710,692
12.jpg,1920,1920,vehicle,782,630,860,707
12.jpg,1920,1920,vehicle,741,577,810,639
12.jpg,1920,1920,vehicle,530,469,593,535
12.jpg,1920,1920,vehicle,717,546,771,587
12.jpg,1920,1920,vehicle,713,512,758,550
12.jpg,1920,1920,vehicle,605,471,644,509
12.jpg,1920,1920,vehicle,662,443,703,489
12.jpg,1920,1920,vehicle,600,441,632,472
12.jpg,1920,1920,vehicle,590,420,617,439
12.jpg,1920,1920,vehicle,546,420,579,452
12.jpg,1920,1920,vehicle,693,487,731,511
flipped12.jpg,1920,1920,vehicle,836,951,1132,1380
flipped12.jpg,1920,1920,vehicle,1316,1123,1545,1399
flipped12.jpg,1920,1920,vehicle,1697,1277,1919,1499
flipped12.jpg,1920,1920,vehicle,1469,913,1660,1142
flipped12.jpg,1920,1920,vehicle,1228,780,1336,907
flipped12.jpg,1920,1920,vehicle,954,764,1069,889
flipped12.jpg,1920,1920,vehicle,1363,717,1478,830
flipped12.jpg,1920,1920,vehicle,1428,554,1492,627
flipped12.jpg,1920,1920,vehicle,1210,510,1322,692
flipped12.jpg,1920,1920,vehicle,1060,630,1138,707
flipped12.jpg,1920,1920,vehicle,1110,577,1179,639
flipped12.jpg,1920,1920,vehicle,1327,469,1390,535
flipped12.jpg,1920,1920,vehicle,1149,546,1203,587
flipped12.jpg,1920,1920,vehicle,1162,512,1207,550
flipped12.jpg,1920,1920,vehicle,1276,471,1315,509
flipped12.jpg,1920,1920,vehicle,1217,443,1258,489
flipped12.jpg,1920,1920,vehicle,1288,441,1320,472
flipped12.jpg,1920,1920,vehicle,1303,420,1330,439
flipped12.jpg,1920,1920,vehicle,1341,420,1374,452
flipped12.jpg,1920,1920,vehicle,1189,487,1227,511
120.jpg,1920,1920,vehicle,887,770,1153,1013
120.jpg,1920,1920,vehicle,1475,883,1841,1099
120.jpg,1920,1920,vehicle,134,419,592,757
flipped120.jpg,1920,1920,vehicle,767,770,1033,1013
flipped120.jpg,1920,1920,vehicle,79,883,445,1099
flipped120.jpg,1920,1920,vehicle,1328,419,1786,757
121.jpg,1920,1920,vehicle,181,424,653,794
121.jpg,1920,1920,vehicle,1470,877,1845,1098
flipped121.jpg,1920,1920,vehicle,1267,424,1739,794
flipped121.jpg,1920,1920,vehicle,75,877,450,1098
122.jpg,1920,1920,vehicle,935,419,1300,729
122.jpg,1920,1920,vehicle,1470,880,1847,1098
122.jpg,1920,1920,vehicle,295,517,906,863
flipped122.jpg,1920,1920,vehicle,620,419,985,729
flipped122.jpg,1920,1920,vehicle,73,880,450,1098
flipped122.jpg,1920,1920,vehicle,1014,517,1625,863
123.jpg,1920,1920,vehicle,1463,880,1845,1098
123.jpg,1920,1920,vehicle,212,599,782,1376
123.jpg,1920,1920,vehicle,547,695,1041,1501
flipped123.jpg,1920,1920,vehicle,75,880,457,1098
flipped123.jpg,1920,1920,vehicle,1138,599,1708,1376
flipped123.jpg,1920,1920,vehicle,879,695,1373,1501
124.jpg,1920,1920,vehicle,1010,883,1166,1054
124.jpg,1920,1920,vehicle,1513,913,1801,1089
124.jpg,1920,1920,vehicle,789,874,900,1024
124.jpg,1920,1920,vehicle,778,577,900,683
124.jpg,1920,1920,vehicle,860,636,941,770
flipped124.jpg,1920,1920,vehicle,754,883,910,1054
flipped124.jpg,1920,1920,vehicle,119,913,407,1089
flipped124.jpg,1920,1920,vehicle,1020,874,1131,1024
flipped124.jpg,1920,1920,vehicle,1020,577,1142,683
flipped124.jpg,1920,1920,vehicle,979,636,1060,770
125.jpg,1920,1920,vehicle,889,829,1148,1083
125.jpg,1920,1920,vehicle,1098,947,1317,1282
flipped125.jpg,1920,1920,vehicle,772,829,1031,1083
flipped125.jpg,1920,1920,vehicle,603,947,822,1282
126.jpg,1920,1920,vehicle,360,716,537,852
126.jpg,1920,1920,vehicle,884,689,1072,789
126.jpg,1920,1920,vehicle,1339,863,1784,1122
126.jpg,1920,1920,vehicle,1242,1042,1475,1217
flipped126.jpg,1920,1920,vehicle,1383,716,1560,852
flipped126.jpg,1920,1920,vehicle,848,689,1036,789
flipped126.jpg,1920,1920,vehicle,136,863,581,1122
flipped126.jpg,1920,1920,vehicle,445,1042,678,1217
127.jpg,1920,1920,vehicle,882,683,1072,795
127.jpg,1920,1920,vehicle,1337,858,1778,1127
127.jpg,1920,1920,vehicle,1135,980,1354,1151
127.jpg,1920,1920,vehicle,425,754,607,889
flipped127.jpg,1920,1920,vehicle,848,683,1038,795
flipped127.jpg,1920,1920,vehicle,142,858,583,1127
flipped127.jpg,1920,1920,vehicle,566,980,785,1151
flipped127.jpg,1920,1920,vehicle,1313,754,1495,889
128.jpg,1920,1920,vehicle,453,530,625,666
128.jpg,1920,1920,vehicle,595,736,812,904
128.jpg,1920,1920,vehicle,872,813,1069,977
128.jpg,1920,1920,vehicle,1387,877,1717,1101
128.jpg,1920,1920,vehicle,12,1189,517,1501
flipped128.jpg,1920,1920,vehicle,1295,530,1467,666
flipped128.jpg,1920,1920,vehicle,1108,736,1325,904
flipped128.jpg,1920,1920,vehicle,851,813,1048,977
flipped128.jpg,1920,1920,vehicle,203,877,533,1101
flipped128.jpg,1920,1920,vehicle,1403,1189,1908,1501
129.jpg,1920,1920,vehicle,560,601,754,754
129.jpg,1920,1920,vehicle,937,666,1153,807
flipped129.jpg,1920,1920,vehicle,1166,601,1360,754
flipped129.jpg,1920,1920,vehicle,767,666,983,807
13.jpg,1920,1920,vehicle,881,1319,1100,1501
13.jpg,1920,1920,vehicle,141,1019,388,1301
13.jpg,1920,1920,vehicle,857,772,963,894
13.jpg,1920,1920,vehicle,307,860,475,1030
13.jpg,1920,1920,vehicle,489,647,712,1019
13.jpg,1920,1920,vehicle,792,648,881,736
13.jpg,1920,1920,vehicle,500,564,606,677
13.jpg,1920,1920,vehicle,625,588,695,660
13.jpg,1920,1920,vehicle,431,554,494,630
13.jpg,1920,1920,vehicle,531,466,589,536
13.jpg,1920,1920,vehicle,729,561,790,619
13.jpg,1920,1920,vehicle,609,518,659,568
13.jpg,1920,1920,vehicle,603,476,644,514
13.jpg,1920,1920,vehicle,671,459,717,494
13.jpg,1920,1920,vehicle,712,518,766,561
13.jpg,1920,1920,vehicle,601,441,630,464
13.jpg,1920,1920,vehicle,547,420,577,455
flipped13.jpg,1920,1920,vehicle,820,1319,1039,1501
flipped13.jpg,1920,1920,vehicle,1532,1019,1779,1301
flipped13.jpg,1920,1920,vehicle,957,772,1063,894
flipped13.jpg,1920,1920,vehicle,1445,860,1613,1030
flipped13.jpg,1920,1920,vehicle,1208,647,1431,1019
flipped13.jpg,1920,1920,vehicle,1039,648,1128,736
flipped13.jpg,1920,1920,vehicle,1314,564,1420,677
flipped13.jpg,1920,1920,vehicle,1225,588,1295,660
flipped13.jpg,1920,1920,vehicle,1426,554,1489,630
flipped13.jpg,1920,1920,vehicle,1331,466,1389,536
flipped13.jpg,1920,1920,vehicle,1130,561,1191,619
flipped13.jpg,1920,1920,vehicle,1261,518,1311,568
flipped13.jpg,1920,1920,vehicle,1276,476,1317,514
flipped13.jpg,1920,1920,vehicle,1203,459,1249,494
flipped13.jpg,1920,1920,vehicle,1154,518,1208,561
flipped13.jpg,1920,1920,vehicle,1290,441,1319,464
flipped13.jpg,1920,1920,vehicle,1343,420,1373,455
130.jpg,1920,1920,vehicle,716,689,947,841
130.jpg,1920,1920,vehicle,1319,869,1539,1029
130.jpg,1920,1920,vehicle,1072,941,1337,1142
130.jpg,1920,1920,vehicle,1294,1304,1637,1498
130.jpg,1920,1920,vehicle,1754,824,1919,951
130.jpg,1920,1920,vehicle,878,507,1028,557
130.jpg,1920,1920,vehicle,872,545,1017,624
flipped130.jpg,1920,1920,vehicle,973,689,1204,841
flipped130.jpg,1920,1920,vehicle,381,869,601,1029
flipped130.jpg,1920,1920,vehicle,583,941,848,1142
flipped130.jpg,1920,1920,vehicle,283,1304,626,1498
flipped130.jpg,1920,1920,vehicle,1,824,166,951
flipped130.jpg,1920,1920,vehicle,892,507,1042,557
flipped130.jpg,1920,1920,vehicle,903,545,1048,624
131.jpg,1920,1920,vehicle,528,429,598,498
flipped131.jpg,1920,1920,vehicle,1322,429,1392,498
132.jpg,1920,1920,vehicle,628,605,763,730
132.jpg,1920,1920,vehicle,675,899,919,1182
132.jpg,1920,1920,vehicle,954,933,1234,1260
flipped132.jpg,1920,1920,vehicle,1157,605,1292,730
flipped132.jpg,1920,1920,vehicle,1001,899,1245,1182
flipped132.jpg,1920,1920,vehicle,686,933,966,1260
133.jpg,1920,1920,vehicle,1039,701,1404,936
133.jpg,1920,1920,vehicle,1189,501,1304,623
flipped133.jpg,1920,1920,vehicle,516,701,881,936
flipped133.jpg,1920,1920,vehicle,616,501,731,623
134.jpg,1920,1920,vehicle,648,788,895,969
134.jpg,1920,1920,vehicle,1248,1304,1760,1501
134.jpg,1920,1920,vehicle,812,911,1151,1113
flipped134.jpg,1920,1920,vehicle,1025,788,1272,969
flipped134.jpg,1920,1920,vehicle,160,1304,672,1501
flipped134.jpg,1920,1920,vehicle,769,911,1108,1113
135.jpg,1920,1920,vehicle,234,607,472,707
135.jpg,1920,1920,vehicle,189,766,594,923
135.jpg,1920,1920,vehicle,370,980,582,1329
flipped135.jpg,1920,1920,vehicle,1448,607,1686,707
flipped135.jpg,1920,1920,vehicle,1326,766,1731,923
flipped135.jpg,1920,1920,vehicle,1338,980,1550,1329
136.jpg,1920,1920,vehicle,859,770,1034,976
136.jpg,1920,1920,vehicle,1425,472,1557,554
136.jpg,1920,1920,vehicle,728,492,864,658
flipped136.jpg,1920,1920,vehicle,886,770,1061,976
flipped136.jpg,1920,1920,vehicle,363,472,495,554
flipped136.jpg,1920,1920,vehicle,1056,492,1192,658
137.jpg,1920,1920,vehicle,784,789,942,1016
137.jpg,1920,1920,vehicle,1178,541,1347,680
137.jpg,1920,1920,vehicle,954,448,1035,551
137.jpg,1920,1920,vehicle,723,492,860,652
flipped137.jpg,1920,1920,vehicle,978,789,1136,1016
flipped137.jpg,1920,1920,vehicle,573,541,742,680
flipped137.jpg,1920,1920,vehicle,885,448,966,551
flipped137.jpg,1920,1920,vehicle,1060,492,1197,652
138.jpg,1920,1920,vehicle,542,658,763,801
138.jpg,1920,1920,vehicle,851,641,969,789
138.jpg,1920,1920,vehicle,742,476,866,633
flipped138.jpg,1920,1920,vehicle,1157,658,1378,801
flipped138.jpg,1920,1920,vehicle,951,641,1069,789
flipped138.jpg,1920,1920,vehicle,1054,476,1178,633
139.jpg,1920,1920,vehicle,660,589,742,660
flipped139.jpg,1920,1920,vehicle,1178,589,1260,660
14.jpg,1920,1920,vehicle,860,789,978,924
14.jpg,1920,1920,vehicle,606,748,707,872
14.jpg,1920,1920,vehicle,1,1048,589,1499
14.jpg,1920,1920,vehicle,106,1045,329,1324
14.jpg,1920,1920,vehicle,275,895,454,1076
14.jpg,1920,1920,vehicle,442,657,592,830
14.jpg,1920,1920,vehicle,425,554,492,629
14.jpg,1920,1920,vehicle,787,642,878,729
14.jpg,1920,1920,vehicle,617,592,681,669
14.jpg,1920,1920,vehicle,745,569,819,642
14.jpg,1920,1920,vehicle,504,539,594,651
14.jpg,1920,1920,vehicle,607,519,660,577
14.jpg,1920,1920,vehicle,712,533,762,583
14.jpg,1920,1920,vehicle,537,472,581,522
14.jpg,1920,1920,vehicle,674,463,720,501
14.jpg,1920,1920,vehicle,697,497,742,533
14.jpg,1920,1920,vehicle,612,461,648,488
14.jpg,1920,1920,vehicle,603,444,630,462
